p.value	ID	category.name
0.155172413793103	FF:0000152	renal cortical epithelial cell
0.155172413793103	FF:0100195	CACO-2 cell
0.155172413793103	FF:0101584	G-361 cell
0.156181455893509	CL:0000174	steroid hormone secreting cell
0.159636295463067	FF:0010063	duodenum - fetal
0.159636295463067	FF:0010071	temporal lobe - fetal
0.159636295463067	FF:0101359	medulloblastoma cell line
0.163414634146341	UBERON:0000992	female gonad
0.163414634146341	UBERON:0005911	endo-epithelium
0.164488890985424	FF:0000021	hematopoeitic stem cell
0.166666666666667	CL:0000501	granulosa cell
0.166666666666667	CL:0002174	follicular cell of ovary
0.166666666666667	DOID:225	syndrome
0.166666666666667	DOID:3111	cystadenocarcinoma
0.166666666666667	DOID:3603	mucinous cystadenocarcinoma
0.166666666666667	EFO:0002962	animal reproductive system cell
0.166666666666667	FF:0102285	granulosa cell line
0.166666666666667	CL:0002586	retinal pigment epithelial cell
0.166666666666667	FF:0000158	retinal pigment epithelial cell
0.166666666666667	FF:0000176	smooth muscle cell of umbilical artery
0.166666666666667	FF:0101532	rectal cancer cell line
0.166666666666667	FF:0101911	lung adenocarcinoma cell line
0.166666666666667	FF:0102877	PC-14 cell
0.166666666666667	UBERON:0001052	rectum
0.172413793103448	CL:0002583	subcutaneous preadipocyte
0.172413793103448	FF:0000142	subcutaneous preadipocyte
0.172413793103448	FF:0010057	umbilical cord - fetal
0.172413793103448	FF:0010066	skeletal muscle - fetal
0.172413793103448	FF:0010069	diaphragm - fetal
0.172413793103448	FF:0011289	epididymis- adult
0.172413793103448	FF:0104975	myotube cell
0.172413793103448	UBERON:0001301	epididymis
0.172413793103448	UBERON:0002331	umbilical cord
0.172413793103448	UBERON:0005904	duct of male reproductive system
0.175824175824176	DOID:12603	acute leukemia
0.175824175824176	FF:0100919	8305C cell
0.175824175824176	FF:0101154	RAJI cell
0.175824175824176	FF:0101561	DAUDI cell
0.175824175824176	FF:0102411	giant cell carcinoma cell line
0.175824175824176	FF:0103732	TUHR-10TKB cell
0.177914110429448	CL:0000632	hepatic stellate cell
0.177914110429448	CL:0002554	fibroblast of lymphatic vessel
0.177914110429448	FF:0000065	fibroblast of lymphatic vessel
0.177914110429448	FF:0000077	hepatic stellate cell
0.177914110429448	FF:0010058	trachea - fetal
0.177914110429448	FF:0010061	throat - fetal
0.177914110429448	FF:0010065	skin - fetal
0.177914110429448	UBERON:0002097	skin of body
0.177914110429448	UBERON:0002199	integument
0.177914110429448	UBERON:0007029	surface
0.181818181818182	FF:0010046	heart - fetal
0.181818181818182	FF:0010205	heart, mitral valve - adult
0.181818181818182	UBERON:0000948	heart
0.181818181818182	UBERON:0002135	mitral valve
0.181818181818182	CL:0000064	ciliated cell
0.181818181818182	CL:0000067	ciliated epithelial cell
0.181818181818182	CL:0002304	non-pigmented ciliary epithelial cell
0.181818181818182	CL:0005012	multi-ciliated epithelial cell
0.181818181818182	FF:0000040	ciliary epithelial cell
0.1875	CL:0002616	perirenal adipocyte cell
0.1875	FF:0000211	perirenal adipocyte cell
0.1875	CL:0002557	fibroblast of pulmonary artery
0.1875	FF:0000068	fibroblast of pulmonary artery
0.1875	CL:0000216	Sertoli cell
0.1875	CL:0000511	androgen binding protein secreting cell
0.1875	CL:0002625	seminiferous tubule epithelial cell
0.1875	EFO:0000809	animal reproductive system
0.1875	EFO:0000970	male reproductive system
0.1875	EFO:0000984	testis
0.1875	EFO:0003864	genitourinary system
0.1875	FF:0000161	sertoli cell
0.1875	FF:0000168	human aortic smooth muscle cell
0.2	FF:0010085	brain - fetal
0.2	CL:0000306	crystallin accumulating cell
0.2	CL:0000650	mesangial cell
0.2	CL:0002173	extraglomerular mesangial cell
0.2	CL:0002222	vertebrate lens cell
0.2	CL:0002224	lens epithelial cell
0.2	CL:0002602	annulus pulposus cell
0.2	CL:1000500	kidney interstitial cell
0.2	CL:1000618	juxtaglomerular complex cell
0.2	CL:1001318	renal interstitial pericyte
0.2	FF:0000085	lens epithelial cell
0.2	FF:0000154	renal mesangial cell
0.2	FF:0000192	anulus pulposus cell
0.2	FF:0000666	Fibroblast - Aortic Adventitial, nuclear fraction
0.21256038647343	DOID:178	vascular disease
0.21256038647343	DOID:326	ischemia
0.21256038647343	DOID:3394	myocardial ischemia
0.21256038647343	DOID:3978	extrinsic cardiomyopathy
0.21256038647343	DOID:5844	myocardial infarction
0.21256038647343	FF:0010015	esophagus - adult
0.21256038647343	FF:0010018	liver - adult
0.21256038647343	FF:0010023	skeletal muscle - adult
0.21256038647343	FF:0010024	small intestine - adult
0.21256038647343	FF:0010025	spleen - adult
0.21256038647343	FF:0010029	trachea - adult
0.21256038647343	FF:0010047	tonsil - adult
0.21256038647343	FF:0010049	pancreas - adult
0.21256038647343	FF:0010064	small intestine - fetal
0.21256038647343	FF:0010070	colon - fetal
0.21256038647343	FF:0010077	lymph node - adult
0.21256038647343	FF:0010078	left ventricle - adult
0.21256038647343	FF:0010079	left atrium - adult
0.21256038647343	FF:0010086	liver - fetal
0.21256038647343	FF:0010093	salivary gland - adult
0.21256038647343	FF:0010189	appendix - adult
0.21256038647343	FF:0010191	vein - adult
0.21256038647343	FF:0010196	ductus deferens - adult
0.21256038647343	FF:0010198	gall bladder - adult
0.21256038647343	FF:0010200	penis - adult
0.21256038647343	FF:0010201	seminal vesicle - adult
0.21256038647343	FF:0010202	submaxillary gland - adult
0.21256038647343	FF:0010206	heart, pulmonic valve - adult
0.21256038647343	UBERON:0000029	lymph node
0.21256038647343	UBERON:0000101	lobe of lung
0.21256038647343	UBERON:0000989	penis
0.21256038647343	UBERON:0000998	seminal vesicle
0.21256038647343	UBERON:0001000	vas deferens
0.21256038647343	UBERON:0001043	esophagus
0.21256038647343	UBERON:0001154	appendix
0.21256038647343	UBERON:0001638	vein
0.21256038647343	UBERON:0001736	submandibular gland
0.21256038647343	UBERON:0001744	lymphoid tissue
0.21256038647343	UBERON:0002079	left atrium
0.21256038647343	UBERON:0002081	cardiac atrium
0.21256038647343	UBERON:0002082	cardiac ventricle
0.21256038647343	UBERON:0002084	heart left ventricle
0.21256038647343	UBERON:0002108	small intestine
0.21256038647343	UBERON:0002110	gallbladder
0.21256038647343	UBERON:0002146	pulmonary valve
0.21256038647343	UBERON:0002171	lower lobe of right lung
0.21256038647343	UBERON:0002300	ventricle
0.21256038647343	UBERON:0002372	tonsil
0.21256038647343	UBERON:0003920	venous blood vessel
0.21256038647343	UBERON:0003937	sex gland
0.21256038647343	UBERON:0005399	male reproductive gland
0.21256038647343	UBERON:0006518	right lung lobe
0.21256038647343	UBERON:0006868	seminal fluid secreting gland
0.214285714285714	FF:0100678	G-402 cell
0.214285714285714	FF:0102586	G-401 cell
0.233333333333333	FF:0010010	adipose tissue - adult
0.233333333333333	UBERON:0001013	adipose tissue
0.23728813559322	DOID:0050177	monogenic disease
0.23728813559322	DOID:0050427	xeroderma pigmentosum
0.23728813559322	DOID:630	genetic disease
0.238095238095238	CL:0000317	sebum secreting cell
0.238095238095238	CL:0000575	corneal epithelial cell
0.238095238095238	CL:0002140	acinar cell of sebaceous gland
0.238095238095238	CL:0002170	keratinized cell of the oral mucosa
0.238095238095238	CL:0002261	endothelial cell of viscerocranial mucosa
0.238095238095238	CL:0002308	epithelial cell of skin gland
0.238095238095238	CL:0002336	buccal mucosa cell
0.238095238095238	CL:1000448	epithelial cell of sweat gland
0.238095238095238	FF:0000043	corneal epithelial cell
0.238095238095238	FF:0000083	oral mucosa keratinocyte
0.238095238095238	FF:0000160	sebocyte
0.238095238095238	FF:0102025	HSC-3 cell
0.240343347639485	CL:0000319	mucus secreting cell
0.240343347639485	CL:1000600	lower urinary tract cell
0.240343347639485	CL:1001319	bladder cell
0.240343347639485	DOID:3030	mucinous adenocarcinoma
0.240343347639485	FF:0010028	thyroid - adult
0.240343347639485	FF:0100017	A-431 cell
0.240343347639485	FF:0100786	tongue cancer cell line
0.240343347639485	FF:0100790	pharyngeal cancer cell line
0.240343347639485	FF:0100792	urinary bladder cancer cell line
0.240343347639485	FF:0100819	pharyngeal cell line
0.240343347639485	FF:0100834	Detroit 562 cell
0.240343347639485	FF:0101332	DU-145 cell
0.240343347639485	FF:0102202	lung squamous cell carcinoma cell line
0.240343347639485	FF:0102788	mucinous adenocarcinoma cell
0.240343347639485	FF:0102842	cholangioma cell
0.240343347639485	FF:0102868	bladder transitional cell carcinoma cell line
0.240343347639485	FF:0103001	EBC-1 cell
0.240343347639485	FF:0103109	CaSki cell
0.240343347639485	FF:0103137	5637 cell
0.240343347639485	FF:0103493	SUIT-2 cell
0.240343347639485	FF:0103911	HuCCT-1 cell
0.240343347639485	FF:0103980	tongue squamous cell carcinoma cell line
0.240343347639485	FF:0103981	SAS cell
0.240343347639485	FF:0104868	anaplastic large cell lymphoma cell line
0.240343347639485	UBERON:0000365	urothelium
0.240343347639485	UBERON:0000997	mammalian vulva
0.240343347639485	UBERON:0001282	intralobular bile duct
0.240343347639485	UBERON:0003350	epithelium of mucosa
0.240343347639485	UBERON:0004645	urinary bladder urothelium
0.240343347639485	UBERON:0004913	hepatopancreatic ampulla
0.240343347639485	UBERON:0006562	pharynx
0.25	CL:0000037	hematopoietic stem cell
0.25	CL:0001024	CD34-positive, CD38-negative hematopoietic stem cell
0.25	CL:0002574	stromal cell of pancreas
0.25	FF:0000020	CD133-positive progenitor cell- bone marrow derived
0.25	FF:0000027	CD133-positive hematopoeitic stem cell
0.25	FF:0000042	pancreatic stromal cell
0.25	FF:0000146	stromal cell of pancreas
0.25	FF:0010067	rectum - fetal
0.267857142857143	DOID:0060100	musculoskeletal system cancer
0.267857142857143	DOID:201	connective tissue cancer
0.267857142857143	UBERON:0003104	mesenchyme
0.267857142857143	UBERON:0003323	mesenchyme of upper jaw
0.267857142857143	UBERON:0005705	primary palate mesenchyme
0.275862068965517	CL:0002598	bronchial smooth muscle cell
0.275862068965517	FF:0000179	bronchial smooth muscle cell
0.285714285714286	CL:0002535	epithelial cell of cervix
0.285714285714286	CL:0002553	fibroblast of lung
0.285714285714286	DOID:1907	malignant fibroxanthoma
0.285714285714286	DOID:4231	histiocytoma
0.294871794871795	CL:0002550	fibroblast of the conjuctiva
0.294871794871795	DOID:3149	keratoacanthoma
0.294871794871795	DOID:3151	skin squamous cell carcinoma
0.294871794871795	FF:0000061	fibroblast of conjuctivia
0.294871794871795	FF:0000252	fibroblast - skin walker warburg
0.3	FF:0010204	vagina - adult
0.3	UBERON:0000996	vagina
0.302325581395349	DOID:3347	osteosarcoma
0.333333333333333	CL:0000222	mesodermal cell
0.333333333333333	CL:0000228	multinucleate cell
0.333333333333333	CL:0002242	nucleate cell
0.333333333333333	CL:0002367	trabecular meshwork cell
0.333333333333333	CL:0002372	myotube
0.333333333333333	CL:0002601	uterine smooth muscle cell
0.333333333333333	DOID:3371	chondrosarcoma
0.333333333333333	DOID:4549	extraosseous chondrosarcoma
0.333333333333333	DOID:5861	myxoid chondrosarcoma
0.333333333333333	DOID:6496	extraskeletal myxoid chondrosarcoma
0.333333333333333	FF:0000185	uterine smooth muscle cell
0.333333333333333	FF:0000188	trabecular meshwork cell
0.333333333333333	FF:0010056	spinal cord - fetal
0.333333333333333	FF:0100101	astrocytoma cell line
0.333333333333333	FF:0101574	chondrosarcoma cell line
0.333333333333333	FF:0101874	lens epithelial cell line
0.333333333333333	FF:0103071	HLEC-SRA 01/04 cell
0.333333333333333	FF:0200006	myoblast differentiation to myotubes, control
0.333333333333333	UBERON:0002418	cartilage tissue
0.333333333333333	UBERON:0004755	skeletal tissue
0.333333333333333	CL:0000164	enteroendocrine cell
0.333333333333333	CL:0000167	peptide hormone secreting cell
0.333333333333333	CL:0000172	somatostatin secreting cell
0.333333333333333	CL:0000173	pancreatic D cell
0.333333333333333	CL:0000502	type D enteroendocrine cell
0.333333333333333	CL:0002599	smooth muscle cell of the esophagus
0.333333333333333	DOID:4430	somatostatinoma
0.333333333333333	FF:0000182	esophageal smooth muscle cell
0.333333333333333	FF:0010020	ovary - adult
0.333333333333333	FF:0103743	SW-872 cell
0.406060606060606	FF:0101591	PA-1 cell
1	CL:0000001	primary cell culture cell
1	CL:0000006	neuronal receptor cell (sensu Animalia)
1	CL:0000010	obsolete_cell line cell
1	CL:0000049	common myeloid progenitor
1	CL:0000068	duct epithelial cell
1	CL:0000069	branched duct epithelial cell
1	CL:0000107	autonomic neuron
1	CL:0000117	CNS neuron (sensu Vertebrata)
1	CL:0000120	granule cell
1	CL:0000129	microglial cell
1	CL:0000165	neuroendocrine cell
1	CL:0000166	chromaffin cell
1	CL:0000186	myofibroblast cell
1	CL:0000199	mechanoreceptor cell
1	CL:0000202	cochlear hair cell
1	CL:0000212	absorptive cell
1	CL:0000217	insulating cell
1	CL:0000218	Schwann cell
1	CL:0000328	myelin accumulating cell
1	CL:0000351	trophoblast cell
1	CL:0000355	muscle stem cell
1	CL:0000473	defensive cell
1	CL:0000556	megakaryocyte
1	CL:0000568	APUD cell
1	CL:0000578	experimentally modified cell in vitro
1	CL:0000584	enterocyte
1	CL:0000589	cochlear inner hair cell
1	CL:0000627	transporting cell
1	CL:0000637	chromophil cell of anterior pituitary gland
1	CL:0000677	gut absorptive cell
1	CL:0000682	M cell
1	CL:0000692	terminal Schwann cell
1	CL:0000765	erythroblast
1	CL:0000798	gamma-delta T cell
1	CL:0000836	promyelocyte
1	CL:0000837	hematopoietic multipotent progenitor cell
1	CL:0000839	myeloid lineage restricted progenitor cell
1	CL:0000855	sensory hair cell
1	CL:0000878	central nervous system macrophage
1	CL:0001031	cerebellar granule cell
1	CL:0001034	cell in vitro
1	CL:0002027	CD9-positive, CD41-positive megakaryocyte cell
1	CL:0002031	hematopoietic lineage restricted progenitor cell
1	CL:0002191	granulocytopoietic cell
1	CL:0002193	myelocyte
1	CL:0002250	intestinal crypt stem cell
1	CL:0002280	type N enteroendocrine cell
1	CL:0002293	epithelial cell of thymus
1	CL:0002315	supporting cell of cochlea
1	CL:0002374	ear hair cell
1	CL:0002376	non-myelinating Schwann cell
1	CL:0002377	immature Schwann cell
1	CL:0002453	oligodendrocyte precursor cell
1	CL:0002490	organ of Corti supporting cell
1	CL:0002491	auditory epithelial cell
1	CL:0002538	intrahepatic bile duct epithelial cell
1	CL:0002555	fibroblast of mammary gland
1	CL:0002558	fibroblast of villous mesenchymal
1	CL:0002560	inner root sheath cell
1	CL:0002562	hair germinal matrix cell
1	CL:0002572	vertebral mesenchymal stem cell
1	CL:0002576	perineural cell
1	CL:0002597	smooth muscle cell of bladder
1	CL:0002604	astrocyte of the hippocampus
1	CL:0002608	hippocampal neuron
1	CL:0002609	neuron of cerebral cortex
1	CL:0002610	raphe nuclei neuron
1	CL:0002611	neuron of the dorsal spinal cord
1	CL:0002612	neuron of the ventral spinal cord
1	CL:0002613	striatum neuron
1	CL:0002614	neuron of the substantia nigra
1	CL:0002679	natural helper lymphocyte
1	CL:0005014	auditory epithelial support cell
1	DOID:0014667	disease of metabolism
1	DOID:0050155	sensory system disease
1	DOID:0060116	sensory system cancer
1	DOID:0060158	acquired metabolic disease
1	DOID:0080014	chromosomal disease
1	DOID:1037	lymphoblastic leukemia
1	DOID:1040	chronic lymphocytic leukemia
1	DOID:10747	lymphoid leukemia
1	DOID:1091	tooth disease
1	DOID:11983	Prader-Willi syndrome
1	DOID:1242	globe disease
1	DOID:13359	Ehlers-Danlos syndrome
1	DOID:139	squamous cell papilloma
1	DOID:14250	Down syndrome
1	DOID:1443	cerebral degeneration
1	DOID:14447	gonadal dysgenesis
1	DOID:1485	cystic fibrosis
1	DOID:1492	eye and adnexa disease
1	DOID:1781	thyroid cancer
1	DOID:1927	sphingolipidosis
1	DOID:1967	leiomyosarcoma
1	DOID:2174	ocular cancer
1	DOID:2368	gangliosidosis
1	DOID:255	hemangioma
1	DOID:2615	papilloma
1	DOID:2621	autonomic nervous system neoplasm
1	DOID:263	kidney cancer
1	DOID:2670	transitional papilloma
1	DOID:2671	transitional cell carcinoma
1	DOID:285	hairy cell leukemia
1	DOID:2962	Cockayne syndrome
1	DOID:3070	malignant glioma
1	DOID:3118	hepatobiliary disease
1	DOID:3211	lysosomal storage metabolic disease
1	DOID:3247	rhabdomyosarcoma
1	DOID:3277	thymus cancer
1	DOID:3284	thymic carcinoma
1	DOID:331	central nervous system disease
1	DOID:3320	Tay-Sachs disease
1	DOID:3321	gangliosidosis GM2
1	DOID:3491	Turner's syndrome
1	DOID:3650	lactic acidosis
1	DOID:3672	rhabdoid cancer
1	DOID:3963	thyroid carcinoma
1	DOID:3996	urinary system cancer
1	DOID:403	mouth disease
1	DOID:4043	skeletal muscle cancer
1	DOID:4045	muscle cancer
1	DOID:409	liver disease
1	DOID:4230	smooth muscle cancer
1	DOID:4450	renal cell carcinoma
1	DOID:4451	renal carcinoma
1	DOID:4645	retinal cancer
1	DOID:4830	adenosquamous carcinoma
1	DOID:496	spindle cell hemangioma
1	DOID:5614	eye disease
1	DOID:5679	retinal disease
1	DOID:5688	Werner syndrome
1	DOID:65	connective tissue disease
1	DOID:655	inherited metabolic disorder
1	DOID:688	embryonal cancer
1	DOID:706	mature B-cell lymphocytic neoplasm
1	DOID:707	B-cell lymphocytic neoplasm
1	DOID:768	retinoblastoma
1	DOID:769	neuroblastoma
1	DOID:77	gastrointestinal system disease
1	DOID:771	retinal cell cancer
1	DOID:854	collagen disease
1	DOID:863	nervous system disease
1	DOID:893	Wilson disease
1	DOID:896	metal metabolism disorder
1	DOID:936	brain disease
1	DOID:9455	lipid storage disease
1	DOID:9597	Krukenberg carcinoma
1	DOID:9893	periodontosis
1	EFO:0000408	disease
1	EFO:0000544	infection
1	EFO:0000602	BALB/c
1	EFO:0000606	C57BL/6J
1	EFO:0000684	respiratory system disease
1	EFO:0000771	bacterial disease
1	EFO:0000774	tuberculosis
1	EFO:0003818	lung disease
1	FF:0000001	FANTOM5 Sample Ontology
1	FF:0000014	intrahepatic biliary epithelial cell
1	FF:0000016	canine sample
1	FF:0000017	canine aortic smooth muscle cell
1	FF:0000018	canine hepatocyte
1	FF:0000019	canine mesenchymal stem cell
1	FF:0000022	CD133-positive stem cell - cord blood derived
1	FF:0000023	CD133-positive hematopoietic stem cell-3HBiomedical
1	FF:0000032	chicken sample
1	FF:0000033	chicken aortic smooth muscle cell
1	FF:0000034	chicken hepatocyte
1	FF:0000035	chicken mesenchymal stem cell
1	FF:0000041	common myeloid progenitor
1	FF:0000064	fibroblast of lung
1	FF:0000066	fibroblast of mammary gland
1	FF:0000069	fibroblast of villous mesenchyme
1	FF:0000073	hair follicle germinal matrix cell
1	FF:0000074	inner root sheat cell
1	FF:0000079	Lgr5-positive intestinal epithelial stem cell
1	FF:0000093	vertebral mesenchymal stem cell
1	FF:0000100	microglial cell
1	FF:0000101	sample by species
1	FF:0000103	mouse sample
1	FF:0000104	mouse aortic smooth muscle cell
1	FF:0000105	mouse astrocyte
1	FF:0000106	mouse cardiac myocyte
1	FF:0000107	mouse embryonic fibroblast
1	FF:0000108	mouse granule cell
1	FF:0000109	mouse hepatocyte
1	FF:0000110	mouse fibroblast of lymphatic vessel
1	FF:0000111	mouse leptomeningeal cell
1	FF:0000112	mouse mesenchymal stem cell of bone marrow
1	FF:0000113	mouse microglial cell
1	FF:0000114	mouse pituitary cell
1	FF:0000115	mouse kidney epithelial cell
1	FF:0000116	mouse Schwann cell
1	FF:0000125	oligodendrocyte precursor
1	FF:0000126	oligospheres
1	FF:0000134	perineural cell
1	FF:0000144	promyelocyte/myelocyte
1	FF:0000147	rat sample
1	FF:0000148	rat aortic smooth muscle cell
1	FF:0000149	rat mesenchymal bone cell
1	FF:0000150	rat hepatocyte
1	FF:0000159	Schwann cell
1	FF:0000178	smooth muscle cell of bladder
1	FF:0000190	trophoblast
1	FF:0000196	mouse astrocyte of cerebellum
1	FF:0000197	mouse astrocyte of hippocampus
1	FF:0000199	cerebellar granule cell
1	FF:0000201	hippocampal neuron
1	FF:0000202	mouse hippocampal neuron
1	FF:0000203	mouse neuron samples
1	FF:0000204	cortical mouse neuron
1	FF:0000205	mouse raphe nuclei neuron
1	FF:0000206	mouse neuron of the dorsal spinal cord
1	FF:0000207	mouse neuron of the ventral spinal cord
1	FF:0000208	mouse neuron of the substantia nigra
1	FF:0000209	mouse striatal neuron
1	FF:0000210	human sample
1	FF:0000213	canine aortic smooth muscle cell- differentiated
1	FF:0000214	CD15-positive granulocyte
1	FF:0000215	chicken aortic smooth muscle cell- differentiated
1	FF:0000216	chicken extraembryonic
1	FF:0000217	chicken whole embryo
1	FF:0000218	chicken embryo extraembryonic tissue day7 HH32
1	FF:0000219	chicken embryo extraembryonic tissue day15 HH41
1	FF:0000220	chicken embryo whole body 1.5 hours HH1
1	FF:0000221	chicken embryo whole body 14 hours HH3
1	FF:0000222	chicken embryo whole body 18 hours HH4
1	FF:0000223	chicken embryo whole body 22 hours HH5-6
1	FF:0000224	chicken embryo whole body 5.5 hours HH1
1	FF:0000225	chicken embryo whole body 6 hours HH1-2
1	FF:0000226	chicken embryo whole body day1 HH7 1-3 somites
1	FF:0000227	chicken embryo whole body day1 HH7 2-3 somites
1	FF:0000228	chicken embryo whole body day1.5 HH10
1	FF:0000230	chicken embryo whole body day1.5 HH11-12
1	FF:0000231	chicken embryo whole body day 15 HH11-12
1	FF:0000232	chicken embryo whole body day2 HH13
1	FF:0000233	chicken embryo whole body day2 HH14
1	FF:0000234	chicken embryo whole body day2.5 HH17
1	FF:0000235	chicken embryo whole body day20 HH45
1	FF:0000236	chicken embryo whole body day3 HH19
1	FF:0000237	chicken embryo whole body day3 HH20
1	FF:0000238	chicken embryo whole body day4 HH23
1	FF:0000239	chicken embryo whole body day5 HH25-27
1	FF:0000240	chicken embryo whole body day5 HH26-27
1	FF:0000241	chicken embryo whole body day7 HH32
1	FF:0000242	chicken developmental series
1	FF:0000243	chicken wing bud day 3 HH20
1	FF:0000244	chicken leg bud day3 HH20
1	FF:0000255	inner hair stem cell
1	FF:0000256	Inner ear stem cell (1st generation stem cell)
1	FF:0000257	Inner ear stem cells (4th generation stem cells)
1	FF:0000258	Inner ear stem cell (10 days differentiation)
1	FF:0000259	Inner ear stem cell (3 days differentiation)
1	FF:0000263	mast cell- stimulated and heparinase treated
1	FF:0000264	inner hair cell
1	FF:0000265	Atoh-positive inner hair cell
1	FF:0000267	mouse muscle derived stem cell
1	FF:0000268	cancer related muscle derived stem cell (Mouse)
1	FF:0000279	Sox2-positive supporting cell- organ of corti
1	FF:0000282	Whole blood depleted of CD14-positive and CD15-positive cells (pluriselect depleted)
1	FF:0000283	Whole blood depleted of CD19+ cells (pluriselect depleted)
1	FF:0000284	Whole blood depleted of CD4+ and CD8+ cells (pluriselect depleted)
1	FF:0000292	embryonic day sample - mouse
1	FF:0000293	embryonic day 13
1	FF:0000294	embryonic day 11
1	FF:0000295	embryonic day 12
1	FF:0000296	embryonic day 14
1	FF:0000298	embryonic day 15
1	FF:0000299	embryonic day 16
1	FF:0000300	embryonic day 17
1	FF:0000301	embryonic day 17.5
1	FF:0000302	embryonic day 18
1	FF:0000303	neonate sample - mouse
1	FF:0000304	neonate N0
1	FF:0000305	neonate N10
1	FF:0000306	neonate N16
1	FF:0000307	neonate N2
1	FF:0000308	neonate N20
1	FF:0000309	neonate N25
1	FF:0000310	neonate N30
1	FF:0000311	neonate N3
1	FF:0000312	neonate N6
1	FF:0000313	neonate N7
1	FF:0000314	neonate N9
1	FF:0000315	neonate N60-70
1	FF:0000316	neonate N15
1	FF:0000317	mouse pregnant tissue sample
1	FF:0000318	mouse pregnant day 1
1	FF:0000320	mouse pregnant day 10
1	FF:0000321	mouse pregnant day 17
1	FF:0000322	mouse pregnant day 17.5
1	FF:0000323	mouse pregnant day 18
1	FF:0000324	mouse lactating sample
1	FF:0000331	HRG treatment
1	FF:0000333	medium change
1	FF:0000336	osteogenic induction
1	FF:0000337	erythropoietin treatment
1	FF:0000338	hemin treatment
1	FF:0000342	T-cell induction
1	FF:0000345	15 minutes
1	FF:0000346	30 minutes
1	FF:0000347	45 minutes
1	FF:0000349	60 minutes
1	FF:0000351	80 minutes
1	FF:0000352	100 minutes
1	FF:0000353	120 minutes
1	FF:0000354	150 minutes
1	FF:0000355	180 minutes
1	FF:0000356	210 minutes
1	FF:0000358	1 hr
1	FF:0000359	2 hr
1	FF:0000360	3 hr
1	FF:0000361	4 hr
1	FF:0000362	5 hr
1	FF:0000363	6 hr
1	FF:0000364	7 hr
1	FF:0000365	8 hr
1	FF:0000366	10 hr
1	FF:0000367	12 hr
1	FF:0000368	14 hr
1	FF:0000369	16 hr
1	FF:0000370	18 hr
1	FF:0000371	20 hr
1	FF:0000372	22 hr
1	FF:0000373	24 hr
1	FF:0000374	36 hr
1	FF:0000375	48 hr
1	FF:0000376	72 hr
1	FF:0000377	96 hr
1	FF:0000378	120 hr
1	FF:0000379	144 hr
1	FF:0000381	1 days
1	FF:0000382	2 days
1	FF:0000383	3 days
1	FF:0000384	4 days
1	FF:0000385	6 days
1	FF:0000386	7 days
1	FF:0000387	8 days
1	FF:0000388	9 days
1	FF:0000389	12 days
1	FF:0000390	14 days
1	FF:0000391	15 days
1	FF:0000392	18 days
1	FF:0000393	21 days
1	FF:0000394	24 days
1	FF:0000395	27 days
1	FF:0000396	28 days
1	FF:0000397	30 days
1	FF:0000398	34 days
1	FF:0000399	41 days
1	FF:0000401	erythroblastic leukemia cell line
1	FF:0000402	K562 erythroblastic leukemia cell line
1	FF:0000403	J2E erythroblastic leukemia cell line
1	FF:0000404	mesenchymal stem cell line: ST2
1	FF:0000407	whole cell (cellular fractionation control)
1	FF:0000409	T cell expansion
1	FF:0000411	Lymphatic Endothelial cells 15min after VEGFC treatment
1	FF:0000412	Lymphatic Endothelial cells 30min after VEGFC treatment
1	FF:0000413	Lymphatic Endothelial cells 45min after VEGFC treatment
1	FF:0000414	Lymphatic Endothelial cells 1hr after VEGFC treatment
1	FF:0000415	Lymphatic Endothelial cells 80min  after VEGFC treatment
1	FF:0000416	Lymphatic Endothelial cells 100min after VEGFC treatment
1	FF:0000417	Lymphatic Endothelial cells 2h after VEGFC treatment
1	FF:0000418	Lymphatic Endothelial cells 2.5h after VEGFC treatment
1	FF:0000419	Lymphatic Endothelial cells 3h after VEGFC treatment
1	FF:0000420	Lymphatic Endothelial cells 3.5h after VEGFC treatment
1	FF:0000421	Lymphatic Endothelial cells 4h after VEGFC treatment
1	FF:0000422	Lymphatic Endothelial cells 5h after VEGFC treatment
1	FF:0000423	Lymphatic Endothelial cells 6h after VEGFC treatment
1	FF:0000424	Lymphatic Endothelial cells 7h after VEGFC treatment
1	FF:0000425	Lymphatic Endothelial cells 8h after VEGFC treatment
1	FF:0000427	MCF7 breast cancer cell line 15min after EGF1 treatment
1	FF:0000428	MCF7 breast cancer cell line 30min after EGF1 treatment
1	FF:0000429	MCF7 breast cancer cell line 45min after EGF1 treatment
1	FF:0000430	MCF7 breast cancer cell line 1hr after EGF1 treatment
1	FF:0000431	MCF7 breast cancer cell line 80min  after EGF1 treatment
1	FF:0000432	MCF7 breast cancer cell line 100min after EGF1 treatment
1	FF:0000433	MCF7 breast cancer cell line 2h after EGF1 treatment
1	FF:0000434	MCF7 breast cancer cell line 2.5h after EGF1 treatment
1	FF:0000435	MCF7 breast cancer cell line 3h after EGF1 treatment
1	FF:0000436	MCF7 breast cancer cell line 3.5h after EGF1 treatment
1	FF:0000437	MCF7 breast cancer cell line 4h after EGF1 treatment
1	FF:0000438	MCF7 breast cancer cell line 5h after EGF1 treatment
1	FF:0000439	MCF7 breast cancer cell line 6h after EGF1 treatment
1	FF:0000440	MCF7 breast cancer cell line 7h after EGF1 treatment
1	FF:0000441	MCF7 breast cancer cell line 8h after EGF1 treatment
